#chrom	start	end	size	num_data	min	max	mean	median	sum
chr9	70888487	70888750	263	263	12.00	82.00	46.79	49.00	12306.00
chr14	69813756	69813898	142	142	38.00	75.00	56.54	57.00	8029.00
chr2	47399145	47399890	745	745	12.00	334.00	88.83	76.00	66175.00
chr11	62688689	62689041	352	352	0.00	0.00	0.00	0.00	0.00
chr6	43745205	43745407	202	202	7.00	41.00	32.53	33.00	6571.00
chr3	11072492	11072997	505	505	0.00	55.00	9.84	1.00	4969.00
chr7	2696031	2696168	137	137	129.00	213.00	178.23	179.00	24417.00
chr16	14969196	14969279	83	83	387.00	640.00	538.01	557.00	44655.00
chr17	7377847	7378026	179	179	2.00	8.00	4.36	3.00	780.00
chr12	65639640	65639719	79	79	39.00	68.00	53.84	54.00	4253.00
chr12	50294912	50295108	196	196	461.00	638.00	548.50	545.50	107506.00
chr19	42485653	42485788	135	135	1009.00	1311.00	1168.65	1176.00	157768.00
chr10	99509230	99509343	113	113	66.00	115.00	83.47	83.00	9432.00
chr22	38883877	38888120	4243	4243	23.00	1046.00	245.25	176.00	1040586.00
chr12	49416372	49416658	286	286	106.00	157.00	129.40	131.00	37009.00
chr6	24843089	24843782	693	693	0.00	4.00	1.42	1.00	981.00
chr5	176295561	176295665	104	104	48.00	90.00	66.72	66.00	6939.00
chr10	99510087	99510227	140	140	75.00	119.00	97.00	98.50	13580.00
chr1	159173658	159174770	1112	1112	112.00	793.00	465.98	471.00	518174.00
chr11	1780745	1780869	124	124	483.00	831.00	663.03	665.00	82216.00
chr19	42486059	42486258	199	199	688.00	1070.00	891.85	927.00	177479.00
chr3	47465422	47465535	113	113	98.00	128.00	116.38	117.00	13151.00
chr1	21573713	21573856	143	143	0.00	7.00	3.17	3.00	453.00
chr11	65320330	65320453	123	123	104.00	145.00	121.11	119.00	14896.00
chr3	47462420	47462519	99	99	127.00	167.00	143.97	144.00	14253.00
chr2	219204751	219204864	113	113	15.00	25.00	20.73	22.00	2343.00
chr1	43906123	43906257	134	134	16.00	25.00	19.88	20.00	2664.00
chr7	38785158	38785840	682	682	6.00	57.00	14.06	11.00	9587.00
chr2	153499932	153500058	126	126	114.00	182.00	152.42	153.50	19205.00
chr1	32203011	32203132	121	121	3.00	141.00	94.33	104.00	11414.00
chr22	42290823	42290941	118	118	290.00	421.00	358.71	358.00	42328.00
chr19	47940718	47940818	100	100	554.00	801.00	651.25	637.00	65125.00
chr4	119539150	119539274	124	124	0.00	5.00	2.08	2.00	258.00
chr17	44117067	44117250	183	183	89.00	112.00	99.95	99.00	18291.00
chr19	42485873	42485983	110	110	859.00	1137.00	972.97	963.50	107027.00
chr6	44114583	44114664	81	81	65.00	86.00	74.94	74.00	6070.00
chr19	47941105	47941292	187	187	21.00	766.00	466.47	664.00	87229.00
chr11	73074250	73074500	250	250	126.00	192.00	160.69	160.00	40173.00
chr3	33418764	33418825	61	61	37.00	60.00	47.72	46.00	2911.00
chr1	700258	700505	247	247	1.00	13.00	8.52	9.00	2104.00
chr9	74319510	74319719	209	209	12.00	39.00	25.09	24.00	5243.00
chr16	2336694	2336968	274	274	60.00	177.00	128.13	139.00	35107.00
chr20	3575125	3575219	94	94	36.00	55.00	48.21	49.00	4532.00
chr9	139231377	139231529	152	152	96.00	127.00	110.78	111.00	16839.00
chr5	140515951	140516498	547	547	1.00	19.00	8.54	8.00	4671.00
chr1	21938208	21938309	101	101	252.00	293.00	273.18	274.00	27591.00
chr3	155659188	155659936	748	748	4.00	83.00	52.02	59.00	38911.00
chr16	27483068	27483241	173	173	78.00	119.00	96.21	92.00	16645.00
chr11	994071	994245	174	174	200.00	401.00	314.90	337.00	54793.00
chr7	71175745	71175913	168	168	235.00	389.00	327.25	332.50	54978.00
chr12	121204065	121204175	110	110	68.00	99.00	82.97	85.50	9127.00
chr7	73118679	73118753	74	74	486.00	609.00	551.55	549.00	40815.00
chr9	140972565	140972710	145	145	39.00	70.00	54.72	59.00	7934.00
chr12	121683329	121684024	695	695	23.00	151.00	90.27	91.00	62738.00
chr16	74493579	74493687	108	108	80.00	120.00	103.44	102.50	11171.00
chr2	36771518	36771641	123	123	6.00	18.00	11.52	10.00	1417.00
chr7	94187181	94187996	815	815	10.00	38.00	24.25	24.00	19765.00
chr14	94156951	94157239	288	288	11.00	25.00	18.58	19.00	5350.00
chr7	121739000	121739524	524	524	0.00	2.00	0.44	0.00	228.00
chr1	19549117	19549328	211	211	40.00	72.00	56.63	55.00	11949.00
chr19	5214571	5214747	176	176	136.00	257.00	187.15	177.00	32938.00
chr19	42557753	42557861	108	108	136.00	188.00	164.09	163.00	17722.00
chr15	102510686	102510925	239	239	12.00	137.00	91.38	100.00	21839.00
chr5	167673761	167675376	1615	1615	0.00	9.00	2.20	2.00	3557.00
chr7	44282158	44282253	95	95	1211.00	1435.00	1316.68	1310.00	125085.00
chr2	160621061	160621717	656	656	3.00	130.00	16.66	9.00	10927.00
chr5	10426501	10426634	133	133	66.00	89.00	78.50	78.00	10441.00
chr16	1814301	1814460	159	159	594.00	738.00	685.53	688.00	108999.00
chr11	21581734	21581928	194	194	2.00	9.00	5.19	5.00	1007.00
chr3	126749085	126749255	170	170	35.00	49.00	41.34	40.50	7027.00
chr11	12237765	12237866	101	101	468.00	722.00	602.29	589.00	60831.00
chr6	31750872	31750963	91	91	72.00	103.00	84.05	82.00	7649.00
chr3	53124201	53124398	197	197	14.00	24.00	19.78	20.00	3896.00
chr2	220161470	220161544	74	74	539.00	690.00	620.86	638.50	45944.00
chr2	128951046	128951785	739	739	13.00	60.00	34.14	32.00	25232.00
chr5	24535811	24535931	120	120	44.00	57.00	50.58	51.00	6070.00
chr1	44083406	44083582	176	176	28.00	43.00	34.49	34.00	6070.00
chr1	32207653	32207818	165	165	23.00	41.00	30.07	30.00	4962.00
chr12	7293754	7294000	246	246	11.00	760.00	470.30	682.50	115693.00
chr3	131442289	131442469	180	180	0.00	0.00	0.00	0.00	0.00
chr3	49898871	49899298	427	427	1.00	9.00	3.00	3.00	1282.00
chr16	66432358	66432464	106	106	5.00	8.00	6.34	6.00	672.00
chr1	20982593	20982680	87	87	150.00	277.00	196.45	178.00	17091.00
chr16	68398653	68398809	156	156	13.00	28.00	21.12	21.00	3294.00
chr17	16676818	16678279	1461	1461	0.00	34.00	10.90	9.00	15926.00
chr1	109814899	109815027	128	128	81.00	109.00	96.26	98.00	12321.00
chr1	21940478	21940582	104	104	267.00	307.00	289.26	289.50	30083.00
chr20	57468284	57468793	509	509	3.00	29.00	11.60	10.00	5903.00
chr3	127358087	127358366	279	279	178.00	534.00	366.24	358.00	102181.00
chr3	126735359	126735527	168	168	13.00	23.00	19.38	19.00	3256.00
chr10	103869140	103869264	124	124	132.00	205.00	161.21	154.00	19990.00
chr20	44520554	44520666	112	112	86.00	126.00	104.12	100.50	11661.00
chr1	32203252	32203356	104	104	40.00	78.00	61.61	62.00	6407.00
chr21	40186196	40186316	120	120	12.00	20.00	15.56	16.00	1867.00
chr5	111067153	111068349	1196	1196	59.00	305.00	169.31	144.00	202494.00
chr9	128002954	128003186	232	232	155.00	304.00	227.76	234.50	52841.00
chr1	43408896	43408992	96	96	46.00	74.00	58.95	59.00	5659.00
chr3	47463931	47464026	95	95	124.00	151.00	137.20	137.00	13034.00
chr2	220161160	220161238	78	78	537.00	677.00	600.87	573.00	46868.00
chr11	62472772	62473089	317	317	711.00	1309.00	979.38	1030.00	310463.00
chr9	130986341	130986906	565	565	8.00	941.00	211.39	19.00	119437.00
chr14	69358769	69359000	231	231	20.00	36.00	27.49	28.00	6350.00
chr11	64416205	64416379	174	174	330.00	486.00	406.17	411.00	70673.00
chr17	8398454	8398559	105	105	79.00	104.00	92.33	92.00	9695.00
chr12	53572943	53574193	1250	1250	6.00	34.00	20.26	20.00	25331.00
chr17	17696544	17701827	5283	5283	6.00	100.00	38.70	33.00	204428.00
chr8	11705187	11705331	144	144	357.00	527.00	430.02	434.00	61923.00
chr19	54963829	54963931	102	102	360.00	515.00	429.31	421.00	43790.00
chr2	70451682	70456295	4613	4613	0.00	127.00	12.99	8.00	59905.00
chr11	118873959	118874169	210	210	0.00	2.00	0.81	1.00	171.00
chr10	75548427	75548581	154	154	34.00	54.00	43.07	43.00	6633.00
chr6	33414351	33414563	212	212	79.00	178.00	145.08	152.50	30758.00
chr17	80042910	80043032	122	122	178.00	248.00	212.90	218.00	25974.00
chr11	11470290	11470483	193	193	30.00	64.00	49.08	49.00	9472.00
chr8	23294446	23294771	325	325	37.00	55.00	45.56	45.00	14807.00
chr1	116932060	116932663	603	603	11.00	2315.00	832.79	46.00	502175.00
chr15	83222627	83222741	114	114	32.00	63.00	49.04	50.00	5590.00
chr3	9841562	9841751	189	189	7.00	18.00	12.25	13.00	2316.00
chr1	116937731	116937907	176	176	2188.00	3519.00	2604.19	2519.00	458337.00
chr16	87868019	87868197	178	178	35.00	58.00	44.26	42.00	7878.00
chr3	124209540	124209731	191	191	0.00	3.00	1.60	2.00	305.00
chr7	71142195	71142291	96	96	262.00	333.00	292.52	293.50	28082.00
chr5	130497324	130497584	260	260	7.00	22.00	14.10	15.00	3667.00
chr13	100199238	100199358	120	120	139.00	172.00	157.31	158.00	18877.00
chr5	139943336	139943506	170	170	28.00	152.00	128.05	138.00	21769.00
chr17	74395529	74396002	473	473	32.00	78.00	56.10	56.00	26534.00
chr14	93179149	93179216	67	67	59.00	98.00	76.81	78.00	5146.00
chr4	160277004	160277310	306	306	18.00	74.00	44.32	43.00	13561.00
chr17	40666306	40666478	172	172	547.00	805.00	649.73	632.50	111754.00
chr15	34828065	34828207	142	142	34.00	387.00	298.49	330.00	42385.00
chr14	100165802	100165876	74	74	16.00	28.00	21.82	22.50	1615.00
chr22	20128089	20128231	142	142	15.00	58.00	40.01	49.00	5681.00
chr12	3392210	3394421	2211	2211	90.00	1347.00	568.44	584.00	1256824.00
chr17	16687866	16690667	2801	2801	0.00	257.00	35.82	25.00	100327.00
chr6	31664724	31664810	86	86	160.00	231.00	201.41	204.00	17321.00
chr6	30627512	30627611	99	99	83.00	116.00	97.91	98.00	9693.00
chr11	18752834	18755060	2226	2226	0.00	10.00	0.92	0.00	2045.00
chr12	109332602	109332731	129	129	168.00	218.00	190.02	189.00	24512.00
chr6	90072884	90073110	226	226	26.00	48.00	37.19	37.00	8405.00
chr16	2689371	2689711	340	340	2.00	11.00	6.15	5.00	2090.00
chr1	20987373	20987484	111	111	107.00	156.00	136.25	138.00	15124.00
chr14	85985300	85986667	1367	1367	0.00	2.00	0.11	0.00	152.00
chr13	32863769	32863880	111	111	73.00	171.00	131.41	141.00	14587.00
chr16	1510418	1510528	110	110	47.00	79.00	61.15	60.00	6727.00
chr19	54963269	54963444	175	175	366.00	510.00	432.99	434.00	75774.00
chr6	44224078	44224233	155	155	35.00	48.00	41.86	42.00	6488.00
chr20	3151172	3152285	1113	1113	20.00	60.00	35.90	35.00	39954.00
chr1	892273	892405	132	132	111.00	226.00	151.82	154.00	20040.00
chr16	90192167	90192724	557	557	2.00	19.00	10.09	10.00	5622.00
chr9	111663704	111663810	106	106	98.00	132.00	115.45	114.50	12238.00
chr6	44108764	44108835	71	71	71.00	97.00	82.11	82.00	5830.00
chr1	36028802	36029027	225	225	619.00	1044.00	845.19	853.00	190168.00
chr11	66807259	66807674	415	415	26.00	266.00	212.59	226.00	88223.00
chr1	178426817	178427679	862	862	0.00	7.00	3.61	4.00	3110.00
chr19	42482302	42482478	176	176	1007.00	1356.00	1144.87	1125.00	201497.00
chr1	44084718	44084873	155	155	19.00	45.00	32.14	30.00	4982.00
chr1	109812315	109812442	127	127	72.00	99.00	83.58	83.00	10615.00
chr3	180324268	180324391	123	123	15.00	42.00	33.37	35.00	4104.00
chr15	63933668	63933842	174	174	78.00	128.00	106.45	109.00	18522.00
chr20	44521363	44521519	156	156	109.00	188.00	137.47	126.00	21446.00
chr3	33416779	33416910	131	131	22.00	41.00	32.53	32.00	4262.00
chr1	21934624	21934843	219	219	6.00	258.00	151.89	225.00	33264.00
chr14	69799801	69799886	85	85	45.00	70.00	57.94	56.00	4925.00
chr1	116936134	116936345	211	211	8.00	2609.00	2126.40	2269.00	448671.00
chr14	23634493	23634645	152	152	14.00	22.00	17.34	17.00	2635.00
chr16	1402538	1402947	409	409	2.00	9.00	5.67	6.00	2319.00
chr9	20331	25000	4669	4669	0.00	441.00	60.12	52.00	280692.00
chr17	43545574	43545959	385	385	10.00	30.00	17.36	16.00	6682.00
chr13	100201418	100201476	58	58	133.00	157.00	146.29	146.00	8485.00
chr15	41865505	41865665	160	160	174.00	246.00	212.28	213.50	33965.00
chr19	19641688	19642196	508	508	37.00	142.00	84.50	83.00	42926.00
chr11	134147593	134148159	566	566	2.00	23.00	10.50	7.00	5945.00
chr2	71656420	71657290	870	870	4.00	27.00	16.52	17.00	14376.00
chr7	97834775	97835016	241	241	9.00	31.00	21.41	24.00	5161.00
chr19	13363804	13363915	111	111	450.00	551.00	494.46	490.00	54885.00
chr18	31328383	31329011	628	628	0.00	2.00	0.42	0.00	265.00
chr16	66431884	66432009	125	125	3.00	7.00	5.13	5.00	641.00
chr19	47935155	47935702	547	547	26.00	1153.00	478.03	528.00	261481.00
chr12	50291769	50291873	104	104	489.00	684.00	597.83	592.00	62174.00
chr11	1780198	1780317	119	119	474.00	763.00	581.96	554.00	69253.00
chr15	65392626	65393167	541	541	12.00	37.00	25.91	27.00	14019.00
chr2	86397871	86397967	96	96	56.00	103.00	84.36	87.00	8099.00
chr7	97866087	97866233	146	146	33.00	54.00	44.05	45.00	6431.00
chr11	60687157	60687402	245	245	127.00	196.00	163.00	164.00	39935.00
chr21	43307700	43309453	1753	1753	0.00	6.00	1.13	1.00	1976.00
chr14	24619269	24619657	388	388	27.00	73.00	45.36	46.00	17601.00
chr11	65320634	65320727	93	93	53.00	119.00	86.08	89.00	8005.00
chr16	29891184	29891385	201	201	732.00	1003.00	879.44	890.00	176768.00
chr1	32207224	32207326	102	102	40.00	64.00	54.35	56.00	5544.00
chr11	72300218	72300394	176	176	0.00	2.00	0.56	0.00	98.00
chr17	7608878	7609038	160	160	0.00	2.00	0.99	1.00	158.00
chr19	7607646	7607814	168	168	36.00	56.00	44.72	44.00	7513.00
chr19	54966129	54966271	142	142	390.00	545.00	490.12	503.00	69597.00
chr12	57995027	57995131	104	104	45.00	67.00	57.49	56.00	5979.00
chr1	27428875	27429049	174	174	25.00	56.00	35.75	35.00	6221.00
chr2	27688277	27688385	108	108	27.00	40.00	33.18	33.00	3583.00
chr16	2691449	2692254	805	805	2.00	27.00	12.27	12.00	9874.00
chr9	131503813	131503933	120	120	142.00	206.00	174.47	182.00	20936.00
chr16	2347766	2347922	156	156	87.00	108.00	96.97	97.00	15128.00
chr17	80039884	80040036	152	152	312.00	423.00	370.01	372.00	56242.00
chr1	32204432	32204538	106	106	61.00	98.00	81.94	87.00	8686.00
chr12	9242951	9243078	127	127	60.00	86.00	75.11	77.00	9539.00
chr3	49702661	49702751	90	90	71.00	105.00	89.09	88.00	8018.00
chr19	35820359	35820837	478	478	0.00	3.00	0.94	1.00	451.00
chr1	201456762	201457615	853	853	0.00	4.00	1.03	1.00	880.00
chr16	2334279	2334438	159	159	129.00	179.00	158.72	159.00	25236.00
chr10	73578373	73578481	108	108	2616.00	3481.00	3017.56	3026.00	325897.00
chr16	18530550	18530756	206	206	9.00	508.00	227.01	295.00	46765.00
chr16	16369094	16369300	206	206	9.00	507.00	225.20	293.50	46392.00
chr13	113975636	113975785	149	149	35.00	316.00	153.99	44.00	22945.00
chr11	119293822	119294227	405	405	0.00	340.00	31.49	0.00	12755.00
chr5	150505962	150506041	79	79	345.00	420.00	383.99	387.00	30335.00
chr22	44224939	44225078	139	139	261.00	378.00	303.05	294.00	42124.00
chr15	41865199	41865309	110	110	199.00	277.00	245.46	251.50	27001.00
chr17	25633807	25636298	2491	2491	9.00	347.00	66.95	44.00	166770.00
chr15	72495155	72495529	374	374	46.00	2707.00	1015.55	83.50	379815.00
chr9	42540272	42542124	1852	1852	0.00	5.00	1.33	1.00	2466.00
chr11	119290760	119291704	944	944	5.00	607.00	216.48	20.00	204361.00
chr19	5219949	5220165	216	216	115.00	179.00	148.00	151.00	31968.00
chr15	63910769	63911153	384	384	0.00	29.00	11.24	8.00	4316.00
chr17	74393879	74393969	90	90	64.00	81.00	73.08	72.50	6577.00
chr10	104129467	104129532	65	65	82.00	104.00	93.63	93.00	6086.00
chr3	142454224	142454620	396	396	2.00	8.00	3.79	3.00	1499.00
chr12	121205196	121205396	200	200	64.00	99.00	76.51	76.00	15302.00
chr3	31705570	31705724	154	154	0.00	11.00	4.39	3.00	676.00
chr6	118635190	118636593	1403	1403	0.00	4.00	1.03	1.00	1449.00
chr8	10339867	10340829	962	962	10.00	167.00	104.36	107.50	100398.00
chr19	16952578	16952779	201	201	41.00	62.00	51.47	51.00	10346.00
chr8	110984486	110985016	530	530	0.00	0.00	0.00	0.00	0.00
chr9	128001219	128001610	391	391	257.00	512.00	392.34	400.00	153403.00
chr11	73070878	73070997	119	119	121.00	163.00	144.82	147.00	17233.00
chr10	104130140	104130235	95	95	91.00	113.00	101.77	102.00	9668.00
chr5	95733039	95733173	134	134	0.00	1.00	0.92	1.00	123.00
chr19	59059400	59059547	147	147	475.00	640.00	566.10	568.00	83217.00
chr5	139943169	139943255	86	86	53.00	165.00	139.56	147.50	12002.00
chr17	73487771	73487981	210	210	54.00	117.00	92.97	98.50	19524.00
chr1	154315588	154315777	189	189	45.00	64.00	53.80	54.00	10169.00
chr14	95652726	95653070	344	344	0.00	1.00	0.44	0.00	152.00
chr12	123639801	123640772	971	971	7.00	49.00	23.79	25.00	23100.00
chr22	47064870	47065171	301	301	3.00	10.00	6.29	6.00	1893.00
chr5	24535220	24535388	168	168	36.00	55.00	44.05	44.00	7401.00
chr12	6806452	6806958	506	506	99.00	251.00	170.28	184.00	86164.00
chr22	29881711	29881836	125	125	13.00	31.00	17.91	17.00	2239.00
chr7	75894681	75894786	105	105	127.00	186.00	150.18	147.00	15769.00
chr12	121089007	121095893	6886	6886	0.00	61.00	12.98	8.00	89354.00
chr1	207940357	207942365	2008	2008	1.00	38.00	9.93	8.00	19934.00
chr7	154681166	154681240	74	74	270.00	339.00	293.16	289.50	21694.00
chr5	131696513	131697529	1016	1016	4.00	28.00	14.78	13.00	15012.00
chr11	1776135	1776258	123	123	345.00	749.00	563.35	534.00	69292.00
chr8	11706554	11706673	119	119	237.00	319.00	277.24	280.00	32991.00
chr11	18759426	18759511	85	85	2.00	9.00	5.47	6.00	465.00
chr16	61689373	61689625	252	252	0.00	1.00	0.05	0.00	12.00
chr15	51750702	51750824	122	122	70.00	94.00	81.51	80.50	9944.00
chr9	35555056	35555698	642	642	130.00	291.00	205.30	202.00	131804.00
chr2	198356200	198356621	421	421	3.00	17.00	7.78	7.00	3277.00
chr9	131001723	131001794	71	71	1627.00	2182.00	1931.37	1932.00	137127.00
chr19	5214371	5214491	120	120	178.00	263.00	236.30	241.00	28356.00
chr22	35719488	35719623	135	135	96.00	133.00	109.80	108.00	14823.00
chr12	121678738	121679829	1091	1091	98.00	225.00	155.48	153.00	169629.00
chr14	23820960	23821064	104	104	1120.00	1347.00	1207.08	1202.50	125536.00
chr1	32205710	32205779	69	69	46.00	63.00	52.57	52.00	3627.00
chr3	33420176	33420326	150	150	0.00	56.00	19.11	1.00	2866.00
chr9	114820707	114820966	259	259	0.00	5.00	2.51	2.00	651.00
chr15	41865876	41866023	147	147	13.00	349.00	286.61	308.00	42131.00
