#chrom	start	end	size	num_data	min	max	mean	median	sum
chr7	134893542	134893750	208	208	9.00	30.00	17.68	18.00	3678.00
chr9	121976196	121976433	237	237	20.00	40.00	30.36	31.00	7196.00
chr19	54691042	54691169	127	127	81.00	138.00	111.48	114.00	14158.00
chr22	38621430	38621600	170	170	163.00	243.00	201.08	195.50	34184.00
chr13	42035681	42036205	524	524	0.00	9.00	3.53	3.00	1851.00
chr20	1915360	1915413	53	53	2.00	178.00	126.64	159.00	6712.00
chr5	14496987	14497126	139	139	31.00	49.00	39.94	39.00	5551.00
chr12	56528125	56528212	87	87	44.00	57.00	50.82	51.00	4421.00
chr3	47466974	47467101	127	127	45.00	59.00	52.42	52.00	6657.00
chr17	7415476	7415663	187	187	60.00	107.00	78.91	77.00	14756.00
chr3	33588037	33589252	1215	1215	0.00	10.00	4.37	4.00	5313.00
chr7	887833	888615	782	782	3.00	21.00	9.84	8.00	7695.00
chr10	24813251	24813693	442	442	7.00	23.00	15.94	16.00	7045.00
chr1	109812045	109812213	168	168	102.00	151.00	126.76	127.00	21295.00
chr19	15276597	15276902	305	305	32.00	78.00	54.87	54.00	16734.00
chr16	2334779	2334999	220	220	71.00	123.00	96.06	98.00	21133.00
chr16	68404761	68405261	500	500	2.00	12.00	8.34	9.00	4169.00
chr4	110969111	110969871	760	760	5.00	23.00	13.64	14.00	10368.00
chr1	145693161	145693996	835	835	4.00	19.00	11.25	12.00	9394.00
chr7	44282848	44282932	84	84	162.00	192.00	176.81	178.00	14852.00
chr2	220164315	220164508	193	193	6.00	156.00	68.55	14.00	13230.00
chr12	50472203	50472360	157	157	45.00	85.00	59.85	56.00	9397.00
chr2	220163768	220163833	65	65	241.00	289.00	267.66	271.00	17398.00
chr2	222289928	222290862	934	934	3.00	17.00	10.16	10.00	9490.00
chr12	57599133	57599268	135	135	63.00	121.00	86.67	82.00	11700.00
chr7	157475416	157475629	213	213	84.00	162.00	123.32	129.00	26267.00
chr1	32203800	32203927	127	127	60.00	107.00	84.91	82.00	10783.00
chr1	109811731	109811912	181	181	79.00	126.00	101.99	98.00	18460.00
chr9	140052830	140052975	145	145	257.00	575.00	437.26	481.00	63402.00
chr2	220161706	220161854	148	148	237.00	331.00	269.86	265.50	39940.00
chr16	29896906	29897070	164	164	243.00	401.00	335.21	346.00	54974.00
chr16	47143393	47143622	229	229	3.00	10.00	6.57	6.00	1504.00
chr11	993753	993985	232	232	93.00	153.00	128.11	132.00	29721.00
chr9	124059698	124061137	1439	1439	8.00	71.00	31.82	29.00	45796.00
chr9	140350140	140350634	494	494	1.00	9.00	5.43	5.00	2681.00
chr11	14504577	14504697	120	120	24.00	43.00	32.77	31.00	3933.00
chr3	49898612	49898733	121	121	48.00	106.00	84.13	93.00	10180.00
chr9	131811659	131811777	118	118	21.00	45.00	34.67	37.00	4091.00
chr9	131810705	131810818	113	113	44.00	67.00	59.83	60.00	6761.00
chr1	223400935	223401080	145	145	42.00	61.00	50.34	50.00	7299.00
chr12	125612185	125612820	635	635	0.00	21.00	5.04	2.00	3201.00
chr2	220088590	220088744	154	154	59.00	92.00	73.98	74.00	11393.00
chr9	70888487	70888750	263	263	1.00	6.00	3.21	3.00	844.00
chr14	69813756	69813898	142	142	53.00	76.00	67.75	70.00	9620.00
chr2	47399145	47399890	745	745	0.00	38.00	10.52	10.00	7835.00
chr11	62688689	62689041	352	352	0.00	0.00	0.00	0.00	0.00
chr6	43745205	43745407	202	202	2.00	47.00	35.58	36.00	7188.00
chr3	11072492	11072997	505	505	1.00	213.00	47.66	13.00	24068.00
chr7	2696031	2696168	137	137	40.00	64.00	54.45	54.00	7459.00
chr16	14969196	14969279	83	83	263.00	428.00	365.07	375.00	30301.00
chr17	7377847	7378026	179	179	1.00	4.00	2.62	3.00	469.00
chr12	65639640	65639719	79	79	9.00	17.00	11.81	12.00	933.00
chr12	50294912	50295108	196	196	590.00	813.00	696.03	680.00	136422.00
chr19	42485653	42485788	135	135	1192.00	1590.00	1422.61	1415.00	192052.00
chr10	99509230	99509343	113	113	65.00	116.00	86.86	89.00	9815.00
chr22	38883877	38888120	4243	4243	12.00	429.00	110.68	84.00	469595.00
chr12	49416372	49416658	286	286	40.00	67.00	54.51	54.00	15590.00
chr6	24843089	24843782	693	693	4.00	19.00	8.90	8.00	6168.00
chr5	176295561	176295665	104	104	9.00	16.00	12.95	13.00	1347.00
chr10	99510087	99510227	140	140	64.00	116.00	87.20	88.50	12208.00
chr1	159173658	159174770	1112	1112	3.00	25.00	12.28	12.00	13658.00
chr11	1780745	1780869	124	124	580.00	936.00	767.47	754.50	95166.00
chr19	42486059	42486258	199	199	971.00	1468.00	1208.55	1228.00	240502.00
chr3	47465422	47465535	113	113	41.00	59.00	50.92	51.00	5754.00
chr1	21573713	21573856	143	143	12.00	28.00	17.73	18.00	2536.00
chr11	65320330	65320453	123	123	59.00	89.00	73.98	74.00	9099.00
chr3	47462420	47462519	99	99	81.00	114.00	98.23	101.00	9725.00
chr2	219204751	219204864	113	113	33.00	50.00	40.48	40.00	4574.00
chr1	43906123	43906257	134	134	8.00	24.00	14.18	14.00	1900.00
chr7	38785158	38785840	682	682	3.00	111.00	16.25	9.00	11083.00
chr2	153499932	153500058	126	126	9.00	24.00	14.19	12.00	1788.00
chr1	32203011	32203132	121	121	1.00	139.00	102.98	118.00	12460.00
chr22	42290823	42290941	118	118	160.00	225.00	193.47	192.50	22830.00
chr19	47940718	47940818	100	100	34.00	53.00	42.33	42.00	4233.00
chr4	119539150	119539274	124	124	0.00	2.00	0.98	0.00	122.00
chr17	44117067	44117250	183	183	28.00	42.00	35.05	35.00	6415.00
chr19	42485873	42485983	110	110	1099.00	1380.00	1230.42	1240.00	135346.00
chr6	44114583	44114664	81	81	50.00	70.00	61.41	62.00	4974.00
chr19	47941105	47941292	187	187	2.00	48.00	27.73	39.00	5185.00
chr11	73074250	73074500	250	250	82.00	117.00	95.87	95.00	23968.00
chr3	33418764	33418825	61	61	77.00	103.00	89.56	87.00	5463.00
chr1	700258	700505	247	247	2.00	27.00	17.66	20.00	4363.00
chr9	74319510	74319719	209	209	5.00	18.00	10.84	11.00	2266.00
chr16	2336694	2336968	274	274	44.00	109.00	79.89	83.00	21889.00
chr20	3575125	3575219	94	94	40.00	49.00	42.91	43.00	4034.00
chr9	139231377	139231529	152	152	28.00	37.00	31.62	31.00	4807.00
chr5	140515951	140516498	547	547	1.00	14.00	6.78	7.00	3708.00
chr1	21938208	21938309	101	101	138.00	165.00	151.82	152.00	15334.00
chr3	155659188	155659936	748	748	3.00	39.00	23.23	24.00	17376.00
chr16	27483068	27483241	173	173	32.00	73.00	49.90	46.00	8633.00
chr11	994071	994245	174	174	58.00	120.00	96.84	103.00	16850.00
chr7	71175745	71175913	168	168	60.00	90.00	74.07	74.00	12443.00
chr12	121204065	121204175	110	110	62.00	98.00	79.94	81.00	8793.00
chr7	73118679	73118753	74	74	34.00	50.00	39.57	38.50	2928.00
chr9	140972565	140972710	145	145	9.00	28.00	20.50	23.00	2973.00
chr12	121683329	121684024	695	695	0.00	10.00	3.91	4.00	2716.00
chr16	74493579	74493687	108	108	80.00	137.00	113.71	117.00	12281.00
chr2	36771518	36771641	123	123	25.00	47.00	34.80	36.00	4280.00
chr7	94187181	94187996	815	815	2.00	11.00	5.81	5.00	4733.00
chr14	94156951	94157239	288	288	0.00	2.00	0.82	1.00	235.00
chr7	121739000	121739524	524	524	3.00	14.00	7.19	7.00	3769.00
chr1	19549117	19549328	211	211	34.00	49.00	42.70	43.00	9010.00
chr19	5214571	5214747	176	176	65.00	124.00	93.82	96.00	16512.00
chr19	42557753	42557861	108	108	28.00	51.00	39.98	41.00	4318.00
chr15	102510686	102510925	239	239	4.00	41.00	25.55	25.00	6106.00
chr5	167673761	167675376	1615	1615	3.00	41.00	19.59	19.00	31631.00
chr7	44282158	44282253	95	95	184.00	216.00	197.48	197.00	18761.00
chr2	160621061	160621717	656	656	0.00	30.00	3.19	1.00	2095.00
chr5	10426501	10426634	133	133	77.00	101.00	89.32	90.00	11880.00
chr16	1814301	1814460	159	159	260.00	344.00	305.71	305.00	48608.00
chr11	21581734	21581928	194	194	14.00	27.00	19.80	20.00	3841.00
chr3	126749085	126749255	170	170	37.00	73.00	52.44	47.00	8915.00
chr11	12237765	12237866	101	101	21.00	42.00	31.16	31.00	3147.00
chr6	31750872	31750963	91	91	41.00	60.00	48.52	47.00	4415.00
chr3	53124201	53124398	197	197	3.00	6.00	4.68	5.00	922.00
chr2	220161470	220161544	74	74	288.00	369.00	334.39	344.50	24745.00
chr2	128951046	128951785	739	739	3.00	25.00	11.92	11.00	8807.00
chr5	24535811	24535931	120	120	6.00	10.00	8.33	8.00	1000.00
chr1	44083406	44083582	176	176	57.00	104.00	74.34	71.00	13083.00
chr1	32207653	32207818	165	165	38.00	55.00	46.73	47.00	7710.00
chr12	7293754	7294000	246	246	4.00	298.00	169.46	237.50	41688.00
chr3	131442289	131442469	180	180	6.00	13.00	10.53	11.00	1896.00
chr3	49898871	49899298	427	427	5.00	102.00	45.68	59.00	19505.00
chr16	66432358	66432464	106	106	15.00	27.00	19.61	19.00	2079.00
chr1	20982593	20982680	87	87	105.00	207.00	149.31	140.00	12990.00
chr16	68398653	68398809	156	156	4.00	14.00	9.98	10.00	1557.00
chr17	16676818	16678279	1461	1461	0.00	6.00	1.64	1.00	2400.00
chr1	109814899	109815027	128	128	125.00	183.00	149.59	146.00	19147.00
chr1	21940478	21940582	104	104	147.00	193.00	167.90	165.00	17462.00
chr20	57468284	57468793	509	509	1.00	14.00	7.58	7.00	3860.00
chr3	127358087	127358366	279	279	97.00	318.00	208.84	205.00	58266.00
chr3	126735359	126735527	168	168	13.00	29.00	20.82	21.00	3497.00
chr10	103869140	103869264	124	124	96.00	141.00	113.38	107.00	14059.00
chr20	44520554	44520666	112	112	75.00	128.00	93.05	86.50	10422.00
chr1	32203252	32203356	104	104	63.00	100.00	79.49	75.00	8267.00
chr21	40186196	40186316	120	120	39.00	48.00	42.65	43.00	5118.00
chr5	111067153	111068349	1196	1196	0.00	10.00	3.21	3.00	3843.00
chr9	128002954	128003186	232	232	212.00	333.00	262.06	257.00	60799.00
chr1	43408896	43408992	96	96	140.00	192.00	170.15	173.00	16334.00
chr3	47463931	47464026	95	95	52.00	91.00	70.76	76.00	6722.00
chr2	220161160	220161238	78	78	317.00	385.00	354.04	356.50	27615.00
chr11	62472772	62473089	317	317	444.00	769.00	603.82	616.00	191410.00
chr9	130986341	130986906	565	565	0.00	296.00	53.77	4.00	30379.00
chr14	69358769	69359000	231	231	21.00	47.00	33.58	35.00	7758.00
chr11	64416205	64416379	174	174	122.00	189.00	154.49	149.00	26881.00
chr17	8398454	8398559	105	105	66.00	90.00	75.10	73.00	7885.00
chr12	53572943	53574193	1250	1250	2.00	27.00	14.79	14.00	18487.00
chr17	17696544	17701827	5283	5283	3.00	62.00	22.82	22.00	120560.00
chr8	11705187	11705331	144	144	422.00	579.00	490.79	494.50	70674.00
chr19	54963829	54963931	102	102	106.00	159.00	129.65	126.50	13224.00
chr2	70451682	70456295	4613	4613	0.00	69.00	6.85	5.00	31605.00
chr11	118873959	118874169	210	210	0.00	4.00	2.14	2.00	449.00
chr10	75548427	75548581	154	154	19.00	40.00	30.45	30.00	4690.00
chr6	33414351	33414563	212	212	26.00	73.00	55.16	57.00	11693.00
chr17	80042910	80043032	122	122	106.00	161.00	136.17	137.00	16613.00
chr11	11470290	11470483	193	193	6.00	21.00	13.46	13.00	2597.00
chr8	23294446	23294771	325	325	30.00	66.00	44.74	42.00	14542.00
chr1	116932060	116932663	603	603	2.00	560.00	206.26	7.00	124374.00
chr15	83222627	83222741	114	114	59.00	85.00	71.81	73.00	8186.00
chr3	9841562	9841751	189	189	7.00	15.00	11.86	12.00	2242.00
chr1	116937731	116937907	176	176	420.00	711.00	515.40	500.50	90710.00
chr16	87868019	87868197	178	178	76.00	104.00	88.27	89.00	15712.00
chr3	124209540	124209731	191	191	4.00	18.00	10.42	11.00	1991.00
chr7	71142195	71142291	96	96	51.00	73.00	62.34	63.00	5985.00
chr5	130497324	130497584	260	260	1.00	11.00	4.80	4.00	1247.00
chr13	100199238	100199358	120	120	106.00	162.00	123.58	119.00	14830.00
chr5	139943336	139943506	170	170	10.00	85.00	68.14	72.00	11584.00
chr17	74395529	74396002	473	473	20.00	55.00	39.74	38.00	18797.00
chr14	93179149	93179216	67	67	62.00	80.00	68.39	68.00	4582.00
chr4	160277004	160277310	306	306	12.00	86.00	45.70	46.50	13985.00
chr17	40666306	40666478	172	172	303.00	399.00	348.70	348.00	59976.00
chr15	34828065	34828207	142	142	5.00	78.00	62.04	69.00	8810.00
chr14	100165802	100165876	74	74	90.00	109.00	99.15	99.00	7337.00
chr22	20128089	20128231	142	142	7.00	43.00	26.93	34.00	3824.00
chr12	3392210	3394421	2211	2211	3.00	47.00	20.90	21.00	46211.00
chr17	16687866	16690667	2801	2801	0.00	48.00	10.86	9.00	30410.00
chr6	31664724	31664810	86	86	77.00	111.00	94.86	95.00	8158.00
chr6	30627512	30627611	99	99	23.00	38.00	28.01	26.00	2773.00
chr11	18752834	18755060	2226	2226	1.00	154.00	23.73	12.00	52826.00
chr12	109332602	109332731	129	129	47.00	67.00	55.83	56.00	7202.00
chr6	90072884	90073110	226	226	2.00	8.00	5.58	5.00	1261.00
chr16	2689371	2689711	340	340	1.00	8.00	3.98	4.00	1353.00
chr1	20987373	20987484	111	111	79.00	102.00	92.79	93.00	10300.00
chr14	85985300	85986667	1367	1367	0.00	4.00	0.89	1.00	1211.00
chr13	32863769	32863880	111	111	16.00	70.00	39.60	40.00	4396.00
chr16	1510418	1510528	110	110	48.00	64.00	56.09	57.00	6170.00
chr19	54963269	54963444	175	175	118.00	170.00	145.94	146.00	25540.00
chr6	44224078	44224233	155	155	26.00	54.00	36.15	32.00	5603.00
chr20	3151172	3152285	1113	1113	0.00	10.00	4.26	4.00	4738.00
chr1	892273	892405	132	132	62.00	104.00	75.64	74.00	9984.00
chr16	90192167	90192724	557	557	1.00	15.00	7.18	6.00	3997.00
chr9	111663704	111663810	106	106	38.00	65.00	47.03	44.00	4985.00
chr6	44108764	44108835	71	71	52.00	70.00	60.27	59.00	4279.00
chr1	36028802	36029027	225	225	527.00	807.00	661.72	669.00	148886.00
chr11	66807259	66807674	415	415	2.00	32.00	19.44	19.00	8068.00
chr1	178426817	178427679	862	862	3.00	21.00	11.24	10.00	9687.00
chr19	42482302	42482478	176	176	1247.00	1747.00	1432.81	1410.00	252175.00
chr1	44084718	44084873	155	155	61.00	111.00	87.37	85.00	13542.00
chr1	109812315	109812442	127	127	118.00	152.00	130.78	127.00	16609.00
chr3	180324268	180324391	123	123	31.00	54.00	45.49	47.00	5595.00
chr15	63933668	63933842	174	174	32.00	45.00	38.80	39.00	6751.00
chr20	44521363	44521519	156	156	107.00	143.00	125.74	125.50	19616.00
chr3	33416779	33416910	131	131	43.00	92.00	67.48	67.00	8840.00
chr1	21934624	21934843	219	219	0.00	195.00	103.43	144.00	22652.00
chr14	69799801	69799886	85	85	34.00	77.00	58.09	59.00	4938.00
chr1	116936134	116936345	211	211	1.00	546.00	431.64	467.00	91077.00
chr14	23634493	23634645	152	152	21.00	48.00	35.47	36.50	5392.00
chr16	1402538	1402947	409	409	2.00	12.00	6.30	6.00	2578.00
chr9	20331	25000	4669	4669	0.00	151.00	20.38	19.00	95157.00
chr17	43545574	43545959	385	385	5.00	17.00	10.24	10.00	3941.00
chr13	100201418	100201476	58	58	93.00	115.00	104.02	103.00	6033.00
chr15	41865505	41865665	160	160	61.00	98.00	77.51	78.50	12401.00
chr19	19641688	19642196	508	508	0.00	10.00	5.07	5.00	2574.00
chr11	134147593	134148159	566	566	0.00	11.00	3.53	3.00	1998.00
chr2	71656420	71657290	870	870	0.00	16.00	9.34	10.00	8126.00
chr7	97834775	97835016	241	241	9.00	32.00	19.83	20.00	4779.00
chr19	13363804	13363915	111	111	40.00	57.00	48.56	48.00	5390.00
chr18	31328383	31329011	628	628	0.00	9.00	3.54	3.00	2222.00
chr16	66431884	66432009	125	125	20.00	28.00	24.29	24.00	3036.00
chr19	47935155	47935702	547	547	1.00	66.00	28.36	30.00	15512.00
chr12	50291769	50291873	104	104	578.00	680.00	628.71	627.50	65386.00
chr11	1780198	1780317	119	119	557.00	848.00	670.46	625.00	79785.00
chr15	65392626	65393167	541	541	3.00	11.00	5.86	6.00	3170.00
chr2	86397871	86397967	96	96	40.00	75.00	60.02	61.00	5762.00
chr7	97866087	97866233	146	146	30.00	52.00	41.15	43.00	6008.00
chr11	60687157	60687402	245	245	55.00	97.00	79.00	79.00	19355.00
chr21	43307700	43309453	1753	1753	1.00	42.00	23.16	23.00	40592.00
chr14	24619269	24619657	388	388	7.00	36.00	19.37	18.00	7515.00
chr11	65320634	65320727	93	93	41.00	65.00	54.57	54.00	5075.00
chr16	29891184	29891385	201	201	292.00	449.00	365.99	358.00	73563.00
chr1	32207224	32207326	102	102	91.00	108.00	98.86	99.00	10084.00
chr11	72300218	72300394	176	176	0.00	44.00	13.85	1.00	2438.00
chr17	7608878	7609038	160	160	0.00	19.00	9.57	9.00	1531.00
chr19	7607646	7607814	168	168	46.00	67.00	56.29	55.00	9456.00
chr19	54966129	54966271	142	142	110.00	154.00	133.21	136.00	18916.00
chr12	57995027	57995131	104	104	32.00	48.00	39.30	39.00	4087.00
chr1	27428875	27429049	174	174	19.00	59.00	37.70	35.00	6559.00
chr2	27688277	27688385	108	108	11.00	23.00	18.04	18.00	1948.00
chr16	2691449	2692254	805	805	1.00	15.00	6.72	6.00	5407.00
chr9	131503813	131503933	120	120	124.00	165.00	143.36	142.50	17203.00
chr16	2347766	2347922	156	156	47.00	73.00	57.13	56.00	8912.00
chr17	80039884	80040036	152	152	195.00	279.00	227.59	225.00	34594.00
chr1	32204432	32204538	106	106	60.00	101.00	81.49	85.00	8638.00
chr12	9242951	9243078	127	127	252.00	322.00	280.67	277.00	35645.00
chr3	49702661	49702751	90	90	14.00	27.00	21.77	21.00	1959.00
chr19	35820359	35820837	478	478	9.00	45.00	23.74	23.00	11347.00
chr1	201456762	201457615	853	853	1.00	15.00	8.80	9.00	7505.00
chr16	2334279	2334438	159	159	70.00	107.00	88.87	90.00	14131.00
chr10	73578373	73578481	108	108	1730.00	2229.00	1968.53	1955.50	212601.00
chr16	18530550	18530756	206	206	1.00	244.00	121.38	173.50	25005.00
chr16	16369094	16369300	206	206	1.00	244.00	121.38	173.50	25005.00
chr13	113975636	113975785	149	149	7.00	499.00	209.79	9.00	31259.00
chr11	119293822	119294227	405	405	1.00	590.00	52.10	3.00	21102.00
chr5	150505962	150506041	79	79	371.00	444.00	410.77	413.00	32451.00
chr22	44224939	44225078	139	139	234.00	316.00	267.48	258.00	37180.00
chr15	41865199	41865309	110	110	56.00	100.00	78.83	75.00	8671.00
chr17	25633807	25636298	2491	2491	5.00	386.00	109.89	83.00	273733.00
chr15	72495155	72495529	374	374	3.00	1706.00	631.62	7.00	236227.00
chr9	42540272	42542124	1852	1852	0.00	10.00	2.15	2.00	3978.00
chr11	119290760	119291704	944	944	0.00	878.00	320.36	5.00	302420.00
chr19	5219949	5220165	216	216	51.00	99.00	76.27	78.00	16474.00
chr15	63910769	63911153	384	384	0.00	2.00	0.79	1.00	304.00
chr17	74393879	74393969	90	90	35.00	64.00	45.82	44.00	4124.00
chr10	104129467	104129532	65	65	31.00	42.00	37.43	37.00	2433.00
chr3	142454224	142454620	396	396	0.00	5.00	2.69	3.00	1066.00
chr12	121205196	121205396	200	200	66.00	89.00	78.12	78.00	15624.00
chr3	31705570	31705724	154	154	2.00	9.00	5.38	5.00	828.00
chr6	118635190	118636593	1403	1403	4.00	42.00	22.40	22.00	31421.00
chr8	10339867	10340829	962	962	0.00	13.00	4.56	4.00	4389.00
chr19	16952578	16952779	201	201	39.00	68.00	55.03	56.00	11062.00
chr8	110984486	110985016	530	530	0.00	3.00	0.55	0.00	291.00
chr9	128001219	128001610	391	391	239.00	452.00	342.34	345.00	133853.00
chr11	73070878	73070997	119	119	97.00	126.00	111.19	111.00	13232.00
chr10	104130140	104130235	95	95	30.00	37.00	33.46	34.00	3179.00
chr5	95733039	95733173	134	134	1.00	13.00	8.51	9.00	1140.00
chr19	59059400	59059547	147	147	117.00	157.00	134.86	135.00	19824.00
chr5	139943169	139943255	86	86	11.00	73.00	51.88	54.00	4462.00
chr17	73487771	73487981	210	210	47.00	68.00	56.22	56.00	11806.00
chr1	154315588	154315777	189	189	4.00	14.00	7.95	7.00	1502.00
chr14	95652726	95653070	344	344	2.00	10.00	6.04	6.00	2078.00
chr12	123639801	123640772	971	971	0.00	17.00	8.02	8.00	7787.00
chr22	47064870	47065171	301	301	0.00	2.00	0.86	1.00	258.00
chr5	24535220	24535388	168	168	4.00	12.00	7.40	7.00	1243.00
chr12	6806452	6806958	506	506	43.00	126.00	78.78	78.00	39862.00
chr22	29881711	29881836	125	125	492.00	635.00	550.18	540.00	68773.00
chr7	75894681	75894786	105	105	28.00	48.00	39.49	40.00	4146.00
chr12	121089007	121095893	6886	6886	0.00	12.00	2.15	2.00	14788.00
chr1	207940357	207942365	2008	2008	3.00	89.00	19.00	14.00	38147.00
chr7	154681166	154681240	74	74	110.00	134.00	123.09	123.50	9109.00
chr5	131696513	131697529	1016	1016	1.00	10.00	5.59	6.00	5682.00
chr11	1776135	1776258	123	123	347.00	725.00	560.37	542.00	68925.00
chr8	11706554	11706673	119	119	307.00	417.00	361.27	359.00	42991.00
chr11	18759426	18759511	85	85	93.00	118.00	106.19	108.00	9026.00
chr16	61689373	61689625	252	252	4.00	21.00	9.12	8.00	2299.00
chr15	51750702	51750824	122	122	44.00	65.00	52.25	52.00	6375.00
chr9	35555056	35555698	642	642	60.00	158.00	108.78	109.00	69838.00
chr2	198356200	198356621	421	421	1.00	8.00	4.16	5.00	1750.00
chr9	131001723	131001794	71	71	577.00	798.00	677.04	673.00	48070.00
chr19	5214371	5214491	120	120	104.00	138.00	124.54	127.00	14945.00
chr22	35719488	35719623	135	135	103.00	127.00	112.54	112.00	15193.00
chr12	121678738	121679829	1091	1091	0.00	6.00	2.13	2.00	2329.00
chr14	23820960	23821064	104	104	862.00	1007.00	923.98	932.50	96094.00
chr1	32205710	32205779	69	69	62.00	86.00	68.16	65.00	4703.00
chr3	33420176	33420326	150	150	6.00	102.00	35.99	9.00	5399.00
chr9	114820707	114820966	259	259	13.00	34.00	20.77	19.00	5379.00
chr15	41865876	41866023	147	147	1.00	123.00	100.74	109.00	14809.00
chr19	55554308	55554637	329	329	2.00	11.00	7.14	7.00	2348.00
