#chrom	start	end	size	num_data	min	max	mean	median	sum
chr14	100763073	100765222	2149	2149	2.00	40.00	16.84	17.00	36185.00
chr1	110740697	110742543	1846	1846	2.00	496.00	290.77	282.00	536753.00
chr1	149878201	149879758	1557	1557	9.00	699.00	179.09	25.00	278836.00
chr3	197264139	197265259	1120	1120	3.00	21.00	9.60	9.00	10752.00
chr8	56449623	56450530	907	907	2.00	10.00	5.71	6.00	5180.00
chr9	139354208	139354326	118	118	26.00	46.00	34.52	34.00	4073.00
chr1	32204908	32205236	328	328	260.00	434.00	316.21	311.00	103716.00
chr7	75608768	75608897	129	129	64.00	87.00	73.17	72.00	9439.00
chr19	45161029	45161178	149	149	24.00	44.00	33.22	34.00	4950.00
chr19	5243911	5244493	582	582	38.00	85.00	52.71	51.00	30680.00
chr6	32119585	32119717	132	132	6.00	273.00	150.77	179.50	19901.00
chr3	42670878	42672067	1189	1189	0.00	8.00	1.81	1.00	2157.00
chr11	45892392	45892485	93	93	96.00	120.00	111.10	113.00	10332.00
chr17	80040789	80040991	202	202	284.00	396.00	340.28	343.00	68737.00
chr2	74902875	74903036	161	161	36.00	52.00	42.23	42.00	6799.00
chr17	38335969	38337946	1977	1977	3.00	143.00	18.40	13.00	36380.00
chr16	87870103	87870253	150	150	108.00	185.00	140.54	130.00	21081.00
chr1	32205947	32206142	195	195	230.00	413.00	299.36	296.00	58375.00
chr6	44117553	44117702	149	149	9.00	206.00	133.91	175.00	19952.00
chr1	159163659	159163830	171	171	562.00	744.00	682.67	682.00	116736.00
chr3	445565	446023	458	458	1.00	14.00	6.16	6.00	2822.00
chr2	25048913	25048995	82	82	100.00	125.00	114.38	117.00	9379.00
chr10	99504485	99504672	187	187	62.00	91.00	76.13	75.00	14237.00
chr4	54364807	54365010	203	203	68.00	101.00	84.87	85.00	17228.00
chr17	1634367	1634552	185	185	12.00	26.00	17.50	17.00	3238.00
chr7	72416124	72416247	123	123	63.00	88.00	76.21	77.00	9374.00
chr1	208212169	208212329	160	160	46.00	80.00	61.76	63.00	9881.00
chr9	140952500	140952702	202	202	31.00	55.00	46.35	47.00	9363.00
chr6	44197325	44197528	203	203	61.00	106.00	78.77	78.00	15990.00
chr6	44197643	44198218	575	575	24.00	101.00	56.69	48.00	32596.00
chr11	118981972	118982084	112	112	122.00	166.00	143.26	141.00	16045.00
chr5	150503846	150503952	106	106	10.00	1237.00	813.56	1018.50	86237.00
chr11	118981761	118981878	117	117	126.00	160.00	141.63	141.00	16571.00
chr11	126314873	126315000	127	127	63.00	96.00	81.40	82.00	10338.00
chr1	159165808	159166244	436	436	6.00	738.00	138.94	11.00	60578.00
chr7	134893542	134893750	208	208	13.00	35.00	26.37	28.00	5484.00
chr9	121976196	121976433	237	237	115.00	206.00	150.46	145.00	35659.00
chr19	54691042	54691169	127	127	163.00	225.00	198.65	203.00	25228.00
chr22	38621430	38621600	170	170	157.00	227.00	198.32	203.50	33715.00
chr13	42035681	42036205	524	524	0.00	5.00	1.65	1.00	862.00
chr20	1915360	1915413	53	53	5.00	787.00	561.09	701.00	29738.00
chr5	14496987	14497126	139	139	97.00	132.00	114.37	114.00	15898.00
chr12	56528125	56528212	87	87	73.00	95.00	84.00	84.00	7308.00
chr3	47466974	47467101	127	127	54.00	74.00	61.11	61.00	7761.00
chr17	7415476	7415663	187	187	86.00	127.00	104.18	102.00	19481.00
chr3	33588037	33589252	1215	1215	0.00	15.00	6.21	6.00	7547.00
chr7	887833	888615	782	782	2.00	45.00	16.06	14.00	12561.00
chr10	24813251	24813693	442	442	19.00	42.00	29.95	29.00	13237.00
chr1	109812045	109812213	168	168	136.00	192.00	161.35	158.00	27107.00
chr19	15276597	15276902	305	305	52.00	100.00	71.00	70.00	21655.00
chr16	2334779	2334999	220	220	131.00	189.00	157.30	153.00	34607.00
chr16	68404761	68405261	500	500	12.00	40.00	25.07	25.00	12536.00
chr4	110969111	110969871	760	760	6.00	30.00	16.08	17.00	12223.00
chr1	145693161	145693996	835	835	9.00	37.00	23.19	23.00	19362.00
chr7	44282848	44282932	84	84	534.00	629.00	579.42	578.00	48671.00
chr2	220164315	220164508	193	193	19.00	425.00	189.47	36.00	36568.00
chr12	50472203	50472360	157	157	36.00	65.00	50.57	53.00	7940.00
chr2	220163768	220163833	65	65	609.00	679.00	645.11	648.00	41932.00
chr2	222289928	222290862	934	934	77.00	163.00	118.18	117.00	110379.00
chr12	57599133	57599268	135	135	157.00	204.00	175.47	173.00	23688.00
chr7	157475416	157475629	213	213	216.00	355.00	286.85	293.00	61099.00
chr1	32203800	32203927	127	127	306.00	485.00	386.32	388.00	49063.00
chr1	109811731	109811912	181	181	121.00	162.00	143.82	145.00	26032.00
chr9	140052830	140052975	145	145	634.00	1299.00	1023.15	1111.00	148357.00
chr2	220161706	220161854	148	148	538.00	855.00	672.70	646.00	99559.00
chr16	29896906	29897070	164	164	344.00	545.00	460.04	464.00	75447.00
chr16	47143393	47143622	229	229	30.00	50.00	39.02	38.00	8936.00
chr11	993753	993985	232	232	190.00	337.00	256.27	268.00	59455.00
chr9	124059698	124061137	1439	1439	0.00	12.00	4.10	4.00	5894.00
chr9	140350140	140350634	494	494	3.00	31.00	17.32	18.00	8554.00
chr11	14504577	14504697	120	120	25.00	53.00	35.86	34.00	4303.00
chr3	49898612	49898733	121	121	312.00	510.00	433.20	445.00	52417.00
chr9	131811659	131811777	118	118	41.00	67.00	52.08	48.00	6145.00
chr9	131810705	131810818	113	113	57.00	79.00	67.63	67.00	7642.00
chr1	223400935	223401080	145	145	87.00	128.00	111.74	114.00	16203.00
chr12	125612185	125612820	635	635	4.00	146.00	33.00	12.00	20952.00
chr2	220088590	220088744	154	154	129.00	176.00	147.10	143.00	22653.00
chr9	70888487	70888750	263	263	6.00	29.00	18.63	19.00	4901.00
chr14	69813756	69813898	142	142	57.00	78.00	68.94	69.00	9789.00
chr2	47399145	47399890	745	745	4.00	80.00	19.84	18.00	14778.00
chr11	62688689	62689041	352	352	4.00	77.00	24.30	10.00	8555.00
chr6	43745205	43745407	202	202	1.00	48.00	35.73	38.00	7218.00
chr3	11072492	11072997	505	505	1.00	363.00	75.57	19.00	38165.00
chr7	2696031	2696168	137	137	129.00	176.00	152.12	150.00	20840.00
chr16	14969196	14969279	83	83	421.00	693.00	589.39	618.00	48919.00
chr17	7377847	7378026	179	179	0.00	7.00	2.66	2.00	476.00
chr12	65639640	65639719	79	79	19.00	49.00	33.70	34.00	2662.00
chr12	50294912	50295108	196	196	856.00	1115.00	975.77	974.50	191251.00
chr19	42485653	42485788	135	135	1364.00	1874.00	1673.66	1692.00	225944.00
chr10	99509230	99509343	113	113	86.00	170.00	113.02	112.00	12771.00
chr22	38883877	38888120	4243	4243	13.00	433.00	100.02	79.00	424398.00
chr12	49416372	49416658	286	286	60.00	107.00	81.08	78.00	23188.00
chr6	24843089	24843782	693	693	7.00	28.00	17.76	18.00	12305.00
chr5	176295561	176295665	104	104	79.00	109.00	93.77	93.50	9752.00
chr10	99510087	99510227	140	140	82.00	165.00	118.01	112.00	16522.00
chr1	159173658	159174770	1112	1112	11.00	66.00	38.98	39.00	43346.00
chr11	1780745	1780869	124	124	598.00	927.00	778.71	783.50	96560.00
chr19	42486059	42486258	199	199	1105.00	1527.00	1296.59	1301.00	258021.00
chr3	47465422	47465535	113	113	52.00	74.00	64.20	65.00	7255.00
chr1	21573713	21573856	143	143	15.00	30.00	21.85	22.00	3124.00
chr11	65320330	65320453	123	123	70.00	119.00	95.53	92.00	11750.00
chr3	47462420	47462519	99	99	87.00	123.00	103.20	102.00	10217.00
chr2	219204751	219204864	113	113	115.00	163.00	136.96	138.00	15476.00
chr1	43906123	43906257	134	134	9.00	18.00	14.61	15.00	1958.00
chr7	38785158	38785840	682	682	5.00	172.00	26.54	15.00	18097.00
chr2	153499932	153500058	126	126	52.00	82.00	67.44	68.50	8497.00
chr1	32203011	32203132	121	121	6.00	552.00	418.55	489.00	50644.00
chr22	42290823	42290941	118	118	375.00	518.00	464.62	467.50	54825.00
chr19	47940718	47940818	100	100	199.00	265.00	228.63	228.50	22863.00
chr4	119539150	119539274	124	124	0.00	2.00	0.70	1.00	87.00
chr17	44117067	44117250	183	183	37.00	61.00	48.68	48.00	8909.00
chr19	42485873	42485983	110	110	1192.00	1540.00	1350.84	1364.00	148592.00
chr6	44114583	44114664	81	81	68.00	95.00	83.28	86.00	6746.00
chr19	47941105	47941292	187	187	6.00	265.00	153.78	199.00	28757.00
chr11	73074250	73074500	250	250	126.00	198.00	158.12	151.50	39531.00
chr3	33418764	33418825	61	61	133.00	204.00	155.03	147.00	9457.00
chr1	700258	700505	247	247	3.00	30.00	16.93	15.00	4182.00
chr9	74319510	74319719	209	209	12.00	21.00	16.38	16.00	3424.00
chr16	2336694	2336968	274	274	84.00	165.00	127.63	130.00	34970.00
chr20	3575125	3575219	94	94	44.00	63.00	52.54	52.00	4939.00
chr9	139231377	139231529	152	152	52.00	71.00	64.18	65.00	9756.00
chr5	140515951	140516498	547	547	3.00	9.00	5.66	5.00	3095.00
chr1	21938208	21938309	101	101	302.00	370.00	337.90	339.00	34128.00
chr3	155659188	155659936	748	748	3.00	67.00	44.51	48.00	33297.00
chr16	27483068	27483241	173	173	77.00	114.00	93.01	90.00	16090.00
chr11	994071	994245	174	174	121.00	242.00	197.24	212.00	34320.00
chr7	71175745	71175913	168	168	257.00	337.00	294.42	294.00	49463.00
chr12	121204065	121204175	110	110	107.00	146.00	126.46	127.00	13911.00
chr7	73118679	73118753	74	74	785.00	967.00	875.82	880.50	64811.00
chr9	140972565	140972710	145	145	42.00	67.00	54.76	56.00	7940.00
chr12	121683329	121684024	695	695	0.00	14.00	6.21	4.00	4316.00
chr16	74493579	74493687	108	108	76.00	95.00	85.18	85.00	9199.00
chr2	36771518	36771641	123	123	48.00	71.00	58.41	59.00	7184.00
chr7	94187181	94187996	815	815	4.00	26.00	14.63	15.00	11921.00
chr14	94156951	94157239	288	288	6.00	13.00	9.34	9.00	2691.00
chr7	121739000	121739524	524	524	0.00	4.00	0.94	0.00	491.00
chr1	19549117	19549328	211	211	39.00	71.00	56.05	57.00	11826.00
chr19	5214571	5214747	176	176	146.00	271.00	189.47	179.00	33347.00
chr19	42557753	42557861	108	108	107.00	166.00	141.25	144.50	15255.00
chr15	102510686	102510925	239	239	6.00	37.00	24.42	26.00	5836.00
chr5	167673761	167675376	1615	1615	19.00	82.00	42.70	43.00	68959.00
chr7	44282158	44282253	95	95	577.00	721.00	661.37	662.00	62830.00
chr2	160621061	160621717	656	656	0.00	66.00	7.94	3.00	5207.00
chr5	10426501	10426634	133	133	91.00	122.00	108.05	108.00	14371.00
chr16	1814301	1814460	159	159	392.00	513.00	464.32	466.00	73827.00
chr11	21581734	21581928	194	194	83.00	155.00	107.87	103.00	20927.00
chr3	126749085	126749255	170	170	106.00	163.00	129.02	123.00	21934.00
chr11	12237765	12237866	101	101	168.00	238.00	199.08	194.00	20107.00
chr6	31750872	31750963	91	91	80.00	108.00	94.60	95.00	8609.00
chr3	53124201	53124398	197	197	9.00	22.00	16.96	18.00	3342.00
chr2	220161470	220161544	74	74	766.00	945.00	852.15	860.50	63059.00
chr2	128951046	128951785	739	739	10.00	45.00	23.22	21.00	17157.00
chr5	24535811	24535931	120	120	42.00	53.00	45.92	46.00	5511.00
chr1	44083406	44083582	176	176	99.00	154.00	126.03	123.50	22182.00
chr1	32207653	32207818	165	165	159.00	252.00	197.25	188.00	32547.00
chr12	7293754	7294000	246	246	13.00	617.00	360.86	497.00	88772.00
chr3	131442289	131442469	180	180	53.00	75.00	62.37	63.00	11227.00
chr3	49898871	49899298	427	427	23.00	501.00	220.78	309.00	94275.00
chr16	66432358	66432464	106	106	26.00	40.00	31.56	31.00	3345.00
chr1	20982593	20982680	87	87	157.00	223.00	175.78	167.00	15293.00
chr16	68398653	68398809	156	156	32.00	45.00	37.95	37.00	5920.00
chr17	16676818	16678279	1461	1461	0.00	5.00	2.10	2.00	3061.00
chr1	109814899	109815027	128	128	175.00	291.00	228.12	220.50	29200.00
chr1	21940478	21940582	104	104	375.00	450.00	406.96	404.00	42324.00
chr20	57468284	57468793	509	509	1.00	10.00	6.01	6.00	3059.00
chr3	127358087	127358366	279	279	104.00	303.00	213.91	209.00	59681.00
chr3	126735359	126735527	168	168	37.00	78.00	58.65	59.00	9853.00
chr10	103869140	103869264	124	124	200.00	304.00	242.50	224.50	30070.00
chr20	44520554	44520666	112	112	106.00	137.00	120.74	118.50	13523.00
chr1	32203252	32203356	104	104	304.00	437.00	381.34	381.00	39659.00
chr21	40186196	40186316	120	120	202.00	245.00	220.17	221.00	26420.00
chr5	111067153	111068349	1196	1196	1.00	23.00	10.49	9.00	12543.00
chr9	128002954	128003186	232	232	182.00	269.00	229.48	228.00	53239.00
chr1	43408896	43408992	96	96	122.00	175.00	148.89	152.00	14293.00
chr3	47463931	47464026	95	95	72.00	96.00	83.17	81.00	7901.00
chr2	220161160	220161238	78	78	802.00	957.00	868.53	848.50	67745.00
chr11	62472772	62473089	317	317	792.00	1477.00	1097.61	1127.00	347941.00
chr9	130986341	130986906	565	565	2.00	593.00	99.41	6.00	56167.00
chr14	69358769	69359000	231	231	135.00	183.00	159.83	159.00	36920.00
chr11	64416205	64416379	174	174	106.00	141.00	122.30	121.00	21281.00
chr17	8398454	8398559	105	105	127.00	168.00	148.91	148.00	15636.00
chr12	53572943	53574193	1250	1250	2.00	23.00	12.43	12.00	15535.00
chr17	17696544	17701827	5283	5283	6.00	136.00	52.51	45.00	277408.00
chr8	11705187	11705331	144	144	672.00	921.00	782.15	784.50	112629.00
chr19	54963829	54963931	102	102	164.00	215.00	182.50	180.00	18615.00
chr2	70451682	70456295	4613	4613	0.00	70.00	5.88	3.00	27120.00
chr11	118873959	118874169	210	210	5.00	16.00	9.18	8.00	1928.00
chr10	75548427	75548581	154	154	24.00	50.00	36.57	37.00	5632.00
chr6	33414351	33414563	212	212	183.00	342.00	294.25	310.00	62382.00
chr17	80042910	80043032	122	122	170.00	207.00	189.23	189.00	23086.00
chr11	11470290	11470483	193	193	37.00	52.00	45.53	46.00	8788.00
chr8	23294446	23294771	325	325	57.00	84.00	72.29	73.00	23493.00
chr1	116932060	116932663	603	603	6.00	1392.00	500.69	17.00	301914.00
chr15	83222627	83222741	114	114	41.00	65.00	51.54	51.00	5875.00
chr3	9841562	9841751	189	189	9.00	21.00	13.26	13.00	2506.00
chr1	116937731	116937907	176	176	1283.00	2063.00	1512.53	1447.00	266206.00
chr16	87868019	87868197	178	178	118.00	167.00	138.19	136.00	24597.00
chr3	124209540	124209731	191	191	237.00	349.00	297.75	301.00	56871.00
chr7	71142195	71142291	96	96	259.00	345.00	287.02	277.50	27554.00
chr5	130497324	130497584	260	260	6.00	19.00	12.40	12.00	3225.00
chr13	100199238	100199358	120	120	118.00	169.00	145.17	145.00	17420.00
chr5	139943336	139943506	170	170	15.00	114.00	90.49	94.00	15384.00
chr17	74395529	74396002	473	473	44.00	87.00	69.63	70.00	32937.00
chr14	93179149	93179216	67	67	104.00	137.00	123.55	125.00	8278.00
chr4	160277004	160277310	306	306	33.00	255.00	126.75	127.00	38785.00
chr17	40666306	40666478	172	172	565.00	795.00	650.83	631.00	111942.00
chr15	34828065	34828207	142	142	4.00	158.00	113.77	127.50	16156.00
chr14	100165802	100165876	74	74	263.00	320.00	289.00	290.00	21386.00
chr22	20128089	20128231	142	142	10.00	99.00	60.50	82.00	8591.00
chr12	3392210	3394421	2211	2211	2.00	76.00	34.47	35.00	76213.00
chr17	16687866	16690667	2801	2801	0.00	59.00	8.25	6.00	23121.00
chr6	31664724	31664810	86	86	87.00	133.00	111.27	112.00	9569.00
chr6	30627512	30627611	99	99	24.00	40.00	33.83	34.00	3349.00
chr11	18752834	18755060	2226	2226	10.00	460.00	72.05	35.00	160383.00
chr12	109332602	109332731	129	129	174.00	251.00	213.88	217.00	27591.00
chr6	90072884	90073110	226	226	9.00	19.00	14.05	15.00	3175.00
chr16	2689371	2689711	340	340	8.00	19.00	12.43	12.00	4225.00
chr1	20987373	20987484	111	111	119.00	161.00	137.39	137.00	15250.00
chr14	85985300	85986667	1367	1367	0.00	20.00	8.44	8.00	11539.00
chr13	32863769	32863880	111	111	31.00	127.00	86.50	99.00	9602.00
chr16	1510418	1510528	110	110	47.00	84.00	68.41	72.00	7525.00
chr19	54963269	54963444	175	175	133.00	184.00	156.90	154.00	27457.00
chr6	44224078	44224233	155	155	22.00	36.00	28.55	28.00	4425.00
chr20	3151172	3152285	1113	1113	5.00	30.00	18.10	19.00	20141.00
chr1	892273	892405	132	132	82.00	160.00	107.45	101.50	14184.00
chr16	90192167	90192724	557	557	2.00	26.00	14.41	15.00	8024.00
chr9	111663704	111663810	106	106	50.00	69.00	61.06	61.00	6472.00
chr6	44108764	44108835	71	71	73.00	91.00	82.15	82.00	5833.00
chr1	36028802	36029027	225	225	1349.00	2284.00	1855.29	1895.00	417440.00
chr11	66807259	66807674	415	415	13.00	113.00	85.17	89.00	35347.00
chr1	178426817	178427679	862	862	11.00	37.00	23.80	25.00	20515.00
chr19	42482302	42482478	176	176	1331.00	1909.00	1555.10	1517.00	273698.00
chr1	44084718	44084873	155	155	91.00	210.00	153.43	161.00	23781.00
chr1	109812315	109812442	127	127	131.00	182.00	164.81	168.00	20931.00
chr3	180324268	180324391	123	123	29.00	39.00	34.67	35.00	4264.00
chr15	63933668	63933842	174	174	59.00	81.00	69.02	69.00	12009.00
chr20	44521363	44521519	156	156	135.00	170.00	156.11	155.00	24353.00
chr3	33416779	33416910	131	131	80.00	151.00	115.76	115.00	15164.00
chr1	21934624	21934843	219	219	2.00	368.00	206.52	298.00	45227.00
chr14	69799801	69799886	85	85	60.00	93.00	75.76	72.00	6440.00
chr1	116936134	116936345	211	211	2.00	1590.00	1271.00	1368.00	268181.00
chr14	23634493	23634645	152	152	41.00	64.00	53.85	55.00	8185.00
chr16	1402538	1402947	409	409	2.00	8.00	4.68	5.00	1913.00
chr9	20331	25000	4669	4669	0.00	176.00	22.76	21.00	106273.00
chr17	43545574	43545959	385	385	9.00	27.00	16.91	17.00	6512.00
chr13	100201418	100201476	58	58	110.00	156.00	128.00	128.00	7424.00
chr15	41865505	41865665	160	160	148.00	244.00	189.74	194.00	30358.00
chr19	19641688	19642196	508	508	5.00	20.00	11.08	11.00	5630.00
chr11	134147593	134148159	566	566	5.00	17.00	10.77	11.00	6094.00
chr2	71656420	71657290	870	870	0.00	14.00	6.79	6.00	5908.00
chr7	97834775	97835016	241	241	52.00	83.00	64.26	63.00	15487.00
chr19	13363804	13363915	111	111	78.00	107.00	94.18	95.00	10454.00
chr18	31328383	31329011	628	628	7.00	18.00	11.91	12.00	7477.00
chr16	66431884	66432009	125	125	22.00	37.00	30.51	30.00	3814.00
chr19	47935155	47935702	547	547	2.00	370.00	154.30	194.00	84401.00
chr12	50291769	50291873	104	104	937.00	1094.00	1016.22	1016.50	105687.00
chr11	1780198	1780317	119	119	568.00	835.00	667.18	634.00	79394.00
chr15	65392626	65393167	541	541	5.00	19.00	12.02	12.00	6504.00
chr2	86397871	86397967	96	96	82.00	120.00	106.24	105.00	10199.00
chr7	97866087	97866233	146	146	48.00	105.00	74.27	71.00	10843.00
chr11	60687157	60687402	245	245	78.00	130.00	99.28	96.00	24323.00
chr21	43307700	43309453	1753	1753	0.00	57.00	23.50	22.00	41191.00
chr14	24619269	24619657	388	388	16.00	49.00	30.36	29.00	11779.00
chr11	65320634	65320727	93	93	75.00	100.00	88.82	89.00	8260.00
chr16	29891184	29891385	201	201	418.00	634.00	527.56	521.00	106040.00
chr1	32207224	32207326	102	102	288.00	363.00	332.58	337.00	33923.00
chr11	72300218	72300394	176	176	3.00	340.00	117.24	4.00	20634.00
chr17	7608878	7609038	160	160	9.00	53.00	27.83	28.00	4453.00
chr19	7607646	7607814	168	168	82.00	152.00	118.27	120.00	19870.00
chr19	54966129	54966271	142	142	127.00	196.00	167.40	175.00	23771.00
chr12	57995027	57995131	104	104	108.00	139.00	123.75	125.00	12870.00
chr1	27428875	27429049	174	174	34.00	87.00	49.25	43.00	8570.00
chr2	27688277	27688385	108	108	18.00	30.00	23.88	24.50	2579.00
chr16	2691449	2692254	805	805	10.00	39.00	21.76	21.00	17516.00
chr9	131503813	131503933	120	120	307.00	378.00	339.29	338.00	40715.00
chr16	2347766	2347922	156	156	61.00	101.00	88.45	91.00	13798.00
chr17	80039884	80040036	152	152	262.00	372.00	312.74	317.00	47537.00
chr1	32204432	32204538	106	106	304.00	439.00	379.15	385.50	40190.00
chr12	9242951	9243078	127	127	219.00	257.00	239.64	241.00	30434.00
chr3	49702661	49702751	90	90	114.00	159.00	138.56	141.50	12470.00
chr19	35820359	35820837	478	478	0.00	4.00	1.27	1.00	608.00
chr1	201456762	201457615	853	853	0.00	7.00	2.71	2.00	2315.00
chr16	2334279	2334438	159	159	133.00	185.00	160.62	161.00	25538.00
chr10	73578373	73578481	108	108	2386.00	3133.00	2701.87	2692.50	291802.00
chr16	18530550	18530756	206	206	5.00	555.00	265.88	369.00	54771.00
chr16	16369094	16369300	206	206	6.00	555.00	265.68	368.00	54731.00
chr13	113975636	113975785	149	149	3.00	279.00	111.97	9.00	16683.00
chr11	119293822	119294227	405	405	6.00	1710.00	166.21	23.00	67314.00
chr5	150505962	150506041	79	79	822.00	984.00	913.82	909.00	72192.00
chr22	44224939	44225078	139	139	648.00	914.00	743.71	722.00	103375.00
chr15	41865199	41865309	110	110	201.00	297.00	244.40	234.00	26884.00
chr17	25633807	25636298	2491	2491	3.00	322.00	87.50	66.00	217957.00
chr15	72495155	72495529	374	374	8.00	2848.00	1090.78	22.00	407950.00
chr9	42540272	42542124	1852	1852	0.00	24.00	7.06	6.00	13083.00
chr11	119290760	119291704	944	944	6.00	2863.00	1006.66	25.00	950288.00
chr19	5219949	5220165	216	216	94.00	175.00	128.19	122.00	27689.00
chr15	63910769	63911153	384	384	0.00	29.00	9.76	8.00	3748.00
chr17	74393879	74393969	90	90	67.00	95.00	78.33	76.00	7050.00
chr10	104129467	104129532	65	65	59.00	73.00	66.45	67.00	4319.00
chr3	142454224	142454620	396	396	0.00	5.00	1.92	2.00	761.00
chr12	121205196	121205396	200	200	112.00	145.00	125.45	126.00	25090.00
chr3	31705570	31705724	154	154	9.00	32.00	20.83	21.00	3208.00
chr6	118635190	118636593	1403	1403	8.00	73.00	43.96	44.00	61674.00
chr8	10339867	10340829	962	962	1.00	22.00	11.30	12.00	10870.00
chr19	16952578	16952779	201	201	71.00	105.00	87.09	86.00	17506.00
chr8	110984486	110985016	530	530	57.00	107.00	80.37	79.00	42594.00
chr9	128001219	128001610	391	391	209.00	406.00	322.48	326.00	126089.00
chr11	73070878	73070997	119	119	103.00	155.00	127.92	129.00	15222.00
chr10	104130140	104130235	95	95	57.00	78.00	66.48	67.00	6316.00
chr5	95733039	95733173	134	134	91.00	112.00	100.07	100.00	13410.00
chr19	59059400	59059547	147	147	168.00	228.00	198.65	199.00	29201.00
chr5	139943169	139943255	86	86	6.00	110.00	81.58	86.50	7016.00
chr17	73487771	73487981	210	210	45.00	86.00	67.63	69.50	14202.00
chr1	154315588	154315777	189	189	12.00	35.00	25.42	25.00	4805.00
chr14	95652726	95653070	344	344	0.00	6.00	1.40	0.00	481.00
chr12	123639801	123640772	971	971	4.00	33.00	14.04	13.00	13635.00
chr22	47064870	47065171	301	301	3.00	12.00	7.09	7.00	2135.00
chr5	24535220	24535388	168	168	36.00	53.00	44.08	44.00	7406.00
chr12	6806452	6806958	506	506	152.00	351.00	243.48	250.50	123201.00
chr22	29881711	29881836	125	125	253.00	317.00	273.05	271.00	34131.00
chr7	75894681	75894786	105	105	49.00	65.00	56.93	57.00	5978.00
chr12	121089007	121095893	6886	6886	2.00	196.00	41.40	35.00	285060.00
chr1	207940357	207942365	2008	2008	1.00	82.00	12.30	7.00	24693.00
chr7	154681166	154681240	74	74	268.00	341.00	302.53	297.00	22387.00
chr5	131696513	131697529	1016	1016	0.00	10.00	3.81	4.00	3873.00
chr11	1776135	1776258	123	123	387.00	761.00	585.73	559.00	72045.00
chr8	11706554	11706673	119	119	573.00	710.00	639.18	637.00	76062.00
chr11	18759426	18759511	85	85	322.00	386.00	348.27	348.00	29603.00
chr16	61689373	61689625	252	252	37.00	65.00	50.60	51.00	12752.00
chr15	51750702	51750824	122	122	100.00	139.00	117.40	116.00	14323.00
chr9	35555056	35555698	642	642	130.00	343.00	217.38	203.00	139560.00
chr2	198356200	198356621	421	421	2.00	11.00	6.32	7.00	2660.00
chr9	131001723	131001794	71	71	1840.00	2460.00	2163.44	2209.00	153604.00
chr19	5214371	5214491	120	120	193.00	302.00	261.25	268.00	31350.00
chr22	35719488	35719623	135	135	132.00	179.00	152.53	153.00	20591.00
chr12	121678738	121679829	1091	1091	5.00	21.00	12.19	12.00	13294.00
chr14	23820960	23821064	104	104	1111.00	1315.00	1220.36	1227.50	126917.00
chr1	32205710	32205779	69	69	344.00	436.00	382.10	380.00	26365.00
chr3	33420176	33420326	150	150	6.00	199.00	67.39	9.00	10108.00
chr9	114820707	114820966	259	259	24.00	48.00	33.27	34.00	8618.00
chr15	41865876	41866023	147	147	4.00	302.00	253.14	272.00	37211.00
